3,1
2,1
1,1
1,1
3,1
2,2
2,2
2,2
1,2
3,2
1,3
1,3
3,3
5,3
10,3
1,4
4,4
3,4
2,4
2,4
8,5
3,5
2,5
4,5
4,5
0,6
2,6
0,6
4,6
2,6
0,7
1,7
0,7
4,7
2,7
1,8
6,8
3,8
3,8
5,8
2,9
2,9
2,9
1,9
3,9
5,10
5,10
9,10
3,10
7,10
6,11
5,11
6,11
3,11
2,11
2,12
1,12
3,12
4,12
1,12
1,13
0,13
0,13
0,13
0,13
4,14
3,14
2,14
4,14
3,14
2,15
1,15
0,15
2,15
1,15
3,16
3,16
5,16
4,16
6,16
13,17
15,17
7,17
11,17
6,17
5,18
6,18
2,18
2,18
4,18
3,19
3,19
5,19
5,19
3,19
3,20
2,20
1,20
1,20
3,20
3,21
6,21
5,21
6,21
3,21
4,22
0,22
0,22
5,22
1,22
0,23
4,23
2,23
0,23
0,23
0,24
0,24
1,24
1,24
1,24
2,25
2,25
1,25
0,25
2,25
3,26
11,26
8,26
4,26
13,26
2,27
0,27
1,27
2,27
2,27
0,28
1,28
2,28
2,28
1,28
4,29
1,29
3,29
4,29
0,29
10,30
14,30
16,30
12,30
8,30
1,31
1,31
1,31
1,31
2,31
4,32
6,32
5,32
4,32
4,32
3,33
5,33
7,33
4,33
10,33
2,34
4,34
1,34
3,34
0,34
0,35
3,35
1,35
1,35
2,35
14,36
10,36
13,36
12,36
13,36
0,37
1,37
1,37
1,37
1,37
4,38
4,38
7,38
6,38
3,38
3,39
4,39
2,39
0,39
2,39
3,40
8,40
5,40
5,40
5,40
4,41
5,41
3,41
1,41
3,41
16,42
10,42
15,42
13,42
8,42
0,43
5,43
1,43
2,43
1,43
1,44
0,44
2,44
0,44
2,44
6,45
5,45
2,45
4,45
4,45
0,46
0,46
0,46
3,46
1,46
2,47
0,47
2,47
2,47
1,47
2,48
7,48
3,48
5,48
5,48
0,49
4,49
3,49
5,49
2,49
2,50
1,50
4,50
0,50
2,50
5,51
3,51
5,51
5,51
1,51
1,52
1,52
4,52
1,52
1,52
1,53
1,53
0,53
3,53
2,53
1,54
1,54
1,54
1,54
0,54
2,55
4,55
0,55
1,55
1,55
6,56
5,56
5,56
4,56
1,56
4,57
4,57
3,57
4,57
3,57
3,58
1,58
2,58
2,58
5,58
0,59
2,59
2,59
3,59
4,59
4,60
5,60
3,60
1,60
1,60
3,61
1,61
1,61
4,61
3,61
1,62
4,62
8,62
5,62
4,62
5,63
17,63
12,63
12,63
17,63
1,64
1,64
1,64
4,64
0,64
4,65
3,65
2,65
3,65
0,65
3,66
4,66
0,66
1,66
5,66
1,67
0,67
1,67
3,67
0,67
6,68
4,68
4,68
5,68
6,68
2,69
9,69
7,69
7,69
6,69
3,70
5,70
7,70
8,70
6,70
1,71
1,71
1,71
0,71
0,71
13,72
11,72
7,72
6,72
6,72
13,73
16,73
10,73
10,73
10,73
0,74
1,74
1,74
1,74
3,74
5,75
4,75
9,75
6,75
7,75
3,76
5,76
1,76
2,76
4,76
1,77
1,77
0,77
1,77
1,77
0,78
1,78
1,78
1,78
0,78
5,79
0,79
1,79
1,79
0,79
0,80
1,80
2,80
1,80
0,80
0,81
1,81
0,81
0,81
1,81
5,82
2,82
2,82
3,82
3,82
6,83
2,83
2,83
2,83
2,83
4,84
2,84
5,84
2,84
1,84
1,85
4,85
4,85
6,85
1,85
2,86
2,86
1,86
1,86
4,86
2,87
3,87
3,87
3,87
0,87
2,88
2,88
1,88
2,88
4,88
4,89
5,89
2,89
2,89
3,89
3,90
0,90
1,90
0,90
0,90
5,91
2,91
5,91
4,91
3,91
5,92
4,92
8,92
3,92
10,92
2,93
2,93
5,93
2,93
2,93
0,94
2,94
2,94
3,94
1,94
2,95
1,95
1,95
0,95
1,95
2,96
1,96
1,96
2,96
3,96
2,97
3,97
2,97
0,97
3,97
2,98
2,98
3,98
4,98
4,98
0,99
1,99
0,99
2,99
2,99
6,100
2,100
7,100
9,100
3,100
16,101
25,101
22,101
18,101
25,101
2,102
1,102
1,102
3,102
1,102
2,103
2,103
2,103
3,103
2,103
6,104
6,104
1,104
4,104
4,104
2,105
2,105
2,105
1,105
1,105
0,106
1,106
2,106
2,106
3,106
2,107
2,107
2,107
4,107
3,107
6,108
8,108
1,108
1,108
5,108
1,109
3,109
3,109
1,109
4,109
2,110
3,110
3,110
6,110
5,110
1,111
3,111
4,111
2,111
3,111
0,112
0,112
1,112
0,112
1,112
1,113
2,113
3,113
3,113
4,113
0,114
4,114
3,114
1,114
6,114
7,115
18,115
21,115
7,115
15,115
10,116
7,116
6,116
1,116
4,116
1,117
2,117
1,117
2,117
1,117
7,118
6,118
2,118
3,118
1,118
0,119
2,119
